asin,title,original_price,discounted_price,rating,weight,brand,categories
B07MZCW25X,"MED PRIDE Sterile Non-Adherent Pads| 100-Pack, 3""x 4""| Non-Adhesive Wound Dressing| Highly Absorbent & Non-Stick, Painless Removal-Switch| Individually Wrapped for Extra Protection",16.89,12.99,4.60,0.9700000000,MED PRIDE,Health&Household>HealthCare
B07N1F8TL9,"N9R 300PCS Gold Plastic Silverware - Gold Plastic Cutlery Set Disposable Flatware Dinnerware -100 Gold Forks, 100 Gold Spoons, 100 Gold Knives",52.99,28.49,4.80,0.0100089748,N9R,Health&Household>HouseholdSupplies
B07N1HGZJN,Fisher-Price Baby Toy Slow Much Fun Stroller Sloth With Motion & Sensory Details For Newborn Take-Along Play,14.99,6.49,4.70,0.3500000000,FISHER-PRICE BABY,BabyProducts>CarSeats&Accessories
B07N27HQGT,"Wild Republic Rubber Ducks, Bath Toys, Kids Gifts, Pool Toys, Water Toys, Zombie, 4""",8.99,7.18,4.80,0.1318750000,Generic,Toys&Games>Baby&ToddlerToys
B07N36H48H,"Clorox Scentiva Disinfecting Mopping Cloths, Lavender & Jasmine, 24 Ct, Pack of 2 (Pack May Vary)",17.78,14.96,4.60,7.0600000000,Clorox,Health&Household>HouseholdSupplies
B07N3G8GRY,"Keurig K-Mini Single Serve Coffee Maker, Studio Gray, 6 to 12 oz. Brew Sizes",99.99,59.99,4.50,4.6000000000,Keurig,Home&Kitchen>Kitchen&Dining
B07N3RNHX9,"Audio-Technica ATH-ANC100BT QuietPoint Wireless In-Ear Active Noise-Cancelling Headphones, Black",99.00,84.90,3.80,0.0687500000,Audio-Technica,"Electronics>Headphones,Earbuds&Accessories>Headphones&Earbuds"
B07N66TTQG,(Upgraded AD310) ANCEL AD530 OBD2 Scanner with Battery Test OBD2 Scanner Diagnostic Tool for Car Code Reader Tool All OBD2 Function Enhanced OBD II Code Definition and Upgraded Graphing Battery Status,69.99,55.98,4.60,0.9687500000,ANCEL,Automotive>Tools&Equipment
B07N7KFHVH,"Zulay Kitchen Premium Garlic Press Set - Rust Proof & Dishwasher Safe Professional Garlic Mincer Tool - Easy-Squeeze, Easy-Clean with Soft, Ergonomic Handle - Silicone Garlic Peeler & Brush (Silver)",19.99,9.99,4.60,0.5250000000,Zulay Kitchen,Home&Kitchen>Kitchen&Dining
B07N8G4XH4,Fujifilm QuickSnap Flash 400 Disposable 35mm Camera (1 Pack) Bonus Hand Strap + Quality Photo Microfiber Cloth,29.99,23.74,4.70,0.2493750000,Fujifilm,Electronics>Camera&Photo
B07N8GCYQB,Fujifilm QuickSnap Flash 400 Disposable 35mm Camera + Quality Photo Microfiber Cloth,79.99,61.98,4.70,0.6750000000,Fujifilm,Electronics>Camera&Photo
B07ND52767,Nice 'N Clean Adult Flushable Wipes (3 x 60 Count) | Personal Cleansing Wipes Made from Plant-Based Fibers | Infused with Aloe & Vitamin E,10.49,7.61,4.60,1.9800000000,Nice 'N Clean,Health&Household>HouseholdSupplies
B07NDN3R9P,"Advanced Eyelash Serum and Brow Enhancer - Grow Thicker, Longer Lashes for Long, Luscious Lashes and Eyebrows (Eyelash Serum [3mL])",29.99,24.99,4.30,0.0506250000,TEREZ & HONOR,Beauty&PersonalCare>Makeup
B07NL19NB9,Dwi Dowellin Bath Toys Fishing Games Swimming Whales Bath Time Bathtub Toy for Toddlers Baby Kids Infant Fish Set Age 18months and up,28.99,19.99,4.60,0.7687500000,Generic,Toys&Games>Baby&ToddlerToys
B07NN2CFDZ,"Kleenex Expressions Disposable Paper Hand Towels, 6 Boxes, 60 Towels per Box (360 Total Hand Towels), Packaging May Vary",22.29,18.99,4.80,0.0043750000,Kleenex,Health&Household>HouseholdSupplies
B07NQPZN7F,"Lusso Gear Kids Travel Tray for Toddler & Kids Car Seat, Lap Tray for Airplane, Kids Travel Desk Essential Accessories, Table Tray for Road Trip Activities (Black)",40.00,28.95,4.30,0.0100000000,Lusso Gear,BabyProducts>CarSeats&Accessories
B07NQVYF72,"Ziploc Quart Food Storage Freezer Bags, New Stay Open Design with Stand-Up Bottom, Easy to Fill, 30 Count (Pack of 4)",22.33,18.92,4.80,2.0000000000,Ziploc,Health&Household>HouseholdSupplies
B07NTNFMG9,"CASOMAN 5-Inch DA Polisher & Sander Pad - Hook & Loop Face - Random Orbital Backing Plate, 5/16''-24 Threads, 2 PCS Set",9.97,6.98,4.70,0.4500000000,‎CASOMAN,Automotive>CarCare
B07NWCGNDW,"DASH Hot Air Popcorn Popper Maker with Measuring Cup to Portion Popping Corn Kernels + Melt Butter, 16 Cups - Red",21.99,17.97,4.20,1.7636960000,DASH,Home&Kitchen>Kitchen&Dining
B07NXDJ52C,"Sassy Stacks of Circles Stacking Ring STEM Learning Toy, Age 6+ Months, Multi, 9 Piece Set",12.99,8.98,4.80,0.6812500000,Generic,Toys&Games>Baby&ToddlerToys
B07NXK368S,"Sassy My First Rattles Newborn Gift Set with 3 Soft and Flexible Rattles, Ages 0+ Months",16.99,12.99,4.80,0.5000000000,Sassy,Toys&Games>Baby&ToddlerToys
B07NXSXJ83,"JETech Privacy Screen Protector for iPhone 11 and iPhone XR 6.1-Inch, Anti Spy Tempered Glass Film, 2-Pack",10.99,7.99,4.50,0.1762500000,JETech,Electronics>Accessories&Supplies
B07NY9H3GP,"ULEEKA Car Backseat Organizer with 10"" Table Holder, 9 Storage Pockets Seat Back Protectors Kick Mats for Kids Toddlers, Travel Accessories, 2 Pack",34.99,19.99,4.40,0.6500000000,ULEEKA,BabyProducts>CarSeats&Accessories
B07NYG6D9X,"Wireless Earbuds,Air Buds Pod Bluetooth 5.3 Headphones Noise Cancelling Air Bud Pro Stereo Ear pods in-Ear Ear Buds Built-in Mic IPX7 Waterproof Earphones Sport Headsets for iPhone/Samsung/Android",44.42,39.98,4.60,0.1100000000,PRO ELEC,"Electronics>Headphones,Earbuds&Accessories>Headphones&Earbuds"
B07NYYJ52C,"Wireless Earbuds,Wireless Ear Clip Bone Conduction Headphones,Open Sport Bone Earbuds,Bluetooth 5.3 Bone Conduction Head,Running Workout Painless Wearing Earring Earphone,for iOS Android Samsung",50.99,40.99,4.50,0.0881250000,NEW'C,"Electronics>Headphones,Earbuds&Accessories>Headphones&Earbuds"
B07NZJ1MHX,"Type C Fast Charger, for Samsung Charger Android Phone USB-C Charging Cable 6.6ft for Galaxy S23/S23+/S22/S21/S20/S10e/S9/S8/Note20/Note10/Note9/Z Fold 3/4/5 2-Pack",18.99,9.99,4.40,0.3125000000,TT&C,Electronics>Accessories&Supplies
B07P2489S8,"Permanent Marker, 30 Colors Fine Point Permanent Markers, Works Well On Paper, Canvas, Fabric, Crafts,Glass,Metal,Wood Good for Painting, Coloring and Doodling by Smart Color Art",15.99,9.99,4.50,0.6750000000,Smart Color Art,"Arts,Crafts&Sewing>Painting,Drawing&ArtSupplies"
B07P2NYNLW,"Wireless Headphones,Wireless Ear Clip Bone Conduction Earphones Bluetooth 5.3 for Android Samsung,Small Open Ear Earbuds IPX7 Waterproof Mini Open Ear Headsets for Running Cycling Workout",56.99,50.99,4.50,0.1300000000,1aTTack.de,"Electronics>Headphones,Earbuds&Accessories>Headphones&Earbuds"
B07P2VK93P,"SAIJI Gooseneck Bed Phone Holder, Flexible Long Arm Phone Mount for Desk, Clip Bracket Clamp Stand for 4.0-6.5'' Mobile Cell Phone Stand Document Camera Nintendo Switch (Black)",29.99,17.99,4.40,0.7687500000,SAIJI,Electronics>Accessories&Supplies
B07P3SWL43,"Wireless Earbuds,Air Buds Pod Bluetooth 5.3 Headphones Noise Cancelling Air Bud Pro Stereo Earbud in-Ear Ear Buds Built-in Mic IPX7 Waterproof Earphones Sport Headsets for iPhone/Samsung/Android",56.66,50.99,4.90,0.0706250000,1aTTack.de,"Electronics>Headphones,Earbuds&Accessories>Headphones&Earbuds"
B07P643WPC,"SoloWIT Earpads Cushions Replacement for Beats Solo 2 & Solo 3 Wireless On-Ear Headphones, Solo2 Solo3 Ear Pads with Soft Protein Leather, Added Thickness - (White)",19.96,16.95,4.60,0.0500000000,SoloWIT,Electronics>Accessories&Supplies
B07P7LSW57,"Premom Quantitative Ovulation Test Strips, Ovulation Predictor Kit with Smart Digital Ovulation Reader APP, Numerical Ovulation Tests, 20 LH Test",16.99,8.39,4.50,0.1806250000,Premom,Health&Household>HealthCare
B07P7RDLHJ,"Learning Resources Counting Surprise Party, Homeschool, Fine Motor, Counting & Sorting Toy, Ages 3+",23.99,17.59,4.80,0.0220000000,Generic,Toys&Games>Baby&ToddlerToys
B07P81GLRD,"Acrylic Paint Brush Set, 6 Packs / 60 pcs Nylon Hair Brushes for All Purpose Oil Watercolor Painting Artist Professional Kits",11.99,9.59,4.70,0.0006250000,AROIC,"Arts,Crafts&Sewing>Painting,Drawing&ArtSupplies"
B07P83NM96,"IXO Toilet Brush and Holder, 2 Pack Toilet Brush with 304 Stainless Steel Long Handle, Toilet Bowl Brush for Bathroom Toilet-Ergonomic, Elegant, Durable(Upgraded)",17.99,13.99,4.40,1.5200000000,IXO,Health&Household>HouseholdSupplies
B07P8WBK9F,"Learning Resources Rock 'n Gem Surprise, Sorting, Matching & Counting Skills Activity Set, Early STEM, 19 Pieces, Ages 3+",25.99,17.63,4.80,1.2000000000,Generic,Toys&Games>Baby&ToddlerToys
B07P91MXLH,SHEEPSKIN ELITE Chamois Drying Cloth Car Drying Towel Real Leather Super Absorbent Fast Drying Natural Chamois Car Wash Cloth Accessory (2.5 sq. ft.),16.98,12.97,4.30,0.1102310000,‎SHEEPSKIN ELITE,Automotive>CarCare
B07PB1MH4B,"Learning Resources Hoot the Fine Motor Owl, Color, Shapes and Number Development, 6 Pieces, Ages 18 Months +",15.99,10.39,4.30,0.2200000000,Generic,Toys&Games>Baby&ToddlerToys
B07PB9GVPT,"Happy Trees Duck Bath Toy Large Bath Duck Squeak Rubber Duck Baby Shower, 7 Inches",21.17,11.99,4.60,0.4625000000,Generic,Toys&Games>Baby&ToddlerToys
B07PBR2YMZ,"2.4 Gal(9L) Collapsible Dish Basin with Drain Plug,Space Saving Multiuse Foldable Sink Tub,Dishpan,Kitchen Sink for Camping,Plastic Tub,Vegetable Washing,RV,Beverage Tubs",23.99,16.99,4.60,1.0000000000,FOSJGO,Home&Kitchen>Kitchen&Dining
B07PBT2K43,"AFMAT Electric Pencil Sharpener, Heavy Duty Classroom Pencil Sharpeners for 6.5-8mm No.2/Colored Pencils, UL Listed Industrial Pencil Sharpener w/Stronger Helical Blade, Best for School",39.99,30.49,4.60,2.6800000000,AFMAT,"Arts,Crafts&Sewing>Painting,Drawing&ArtSupplies"
B07PFS3BBS,"Neewer Photo Studio Backdrop Support System, 10ft/3m Wide 6.6ft/2m High Adjustable Background Stand with 4 Crossbars, 6 Backdrop Clamps, 2 Sandbags, and Carrying Bag for Portrait & Studio Photography",43.32,38.99,4.60,6.5100000000,Neewer,Electronics>Accessories&Supplies
B07PFYWVDQ,"Fisher-Price Toddler Toy Giant Rock-A-Stack, 6 Stacking Rings with Roly-Poly Base for Ages 1+ Years, 14+ Inches Tall",21.99,15.43,4.90,2.2000000000,Generic,Toys&Games>Baby&ToddlerToys
B07PG9W1KX,Rain-X 620138 Glass Cleaner + Interior Detailer - 23oz,7.99,5.29,4.40,1.4400000000,‎Rain-X,Automotive>CarCare
B07PGQTNR6,"Chemical Guys HOL169 16-Piece Arsenal Builder Car Wash Kit with Foam Cannon, Bucket and (6) 16 oz Car Care Cleaning Chemicals, Gift for Car & Truck Lovers, Dads and DIYers (Works w/Pressure Washers)",159.99,135.99,4.70,1.0000000000,‎Chemical Guys,Automotive>CarCare
B07PHV8M98,Chemical Guys TORQ15DA 15MM Long-Throw Random Orbital Polisher Kit - 8 Items,299.99,253.17,4.50,8.5800000000,‎Torq,Automotive>CarCare
B07PJNXSGH,"Perler 80-54345 Harry Potter Fuse Bead Kit for Kids and Adults, Comes with 19 Patterns, Multicolor, 4503pcs",24.99,16.42,4.80,0.0200000000,Perler,"Arts,Crafts&Sewing>Beading&JewelryMaking"
B07PK6VWS8,2 Pack - White Toilet Paper Holder Spring Loaded Roller Replacement Rod,8.99,5.98,4.70,0.0706250000,Hilltop Products,Home&Kitchen>Bath
B07PKW2MKF,"wet n wild Lip Liner Perfect Pout Matte Retractable Gel Lip Liner Pencil, Purple Lay Down the Mauves",4.29,3.18,4.40,0.0200000000,wet n wild,Beauty&PersonalCare>Makeup
B07PLNTPM1,"MEE audio M9B Bluetooth 5.0 Wireless in-Ear Headphones with Built-in Headset Microphone - 9 Hours Long Battery Life, IPX5 Waterproof Noise Isolation Earbuds - for Workout Gym Sports Black",34.99,28.99,3.70,0.2200000000,MEE audio,"Electronics>Headphones,Earbuds&Accessories>Headphones&Earbuds"
B07PMF5FXT,"iDesign Slim Oval Plastic Waste Basket The Cade Collection, 10.56” x 5.5” x 9.77”, White",17.99,14.88,4.70,0.0011464024,iDesign,Home&Kitchen>Bath
B07PN66HQ6,Natural Stone Beads 100pcs 8mm India Agate Round Genuine Real Stone Beading Loose Gemstone Hole Size 1mm DIY Charm Smooth Beads for Bracelet Necklace Earrings Jewelry Making (India Agate),19.99,12.99,4.40,0.2131250000,Cmidy,"Arts,Crafts&Sewing>Beading&JewelryMaking"
B07PNT2FB2,YIGII Self Adhesive Toilet Paper Holder - Bathroom Toilet Paper Holder Stand no Drilling Stainless Steel Brushed,14.99,7.99,4.60,0.5300000000,YIGII,Home&Kitchen>Bath
B07PQP55CM,"SHONAN Pure Nickel Strip 99.6% Nickel, 2 Inches Nickel Strips, 0.15x6x50mm Soldering Tabs for High Capacity 18650 Lithium Battery Pack, Li-Po, NiMh and NiCd Battery Pack and Spot Welding, 50 Pcs",6.99,5.49,4.60,0.9000000000,Shonan.Systems,Automotive>Tools&Equipment
B07PTWH38V,"Rubbermaid 60-Piece Food Storage Containers with Lids, Salad Dressing and Condiment Containers, and Steam Vents, Microwave and Dishwasher Safe, Red",44.99,38.99,4.70,6.0900000000,Rubbermaid,Home&Kitchen>Kitchen&Dining
B07PV7YMSL,"MUSICOZY Sleep Headphones Headband, Wireless Earbuds Earphones Sweat Resistant with Ultra-Thin HD Stereo Speaker, Bluetooth 5.2 for Workout Running Cool Gadgets Unique Gifts",19.99,15.99,4.30,0.1800000000,MUSICOZY,"Electronics>Headphones,Earbuds&Accessories>Headphones&Earbuds"
B07PVSS5PG,"Wireless Earbuds,Air Buds Pods Bluetooth 5.3 Ear Buds Air Bud Pro IPX7 Waterproof Earphones Pop-ups Auto Pairi Headsets,3D Stereo Headphones in-Ear Ear Bud for iPhone/Samsung/airpos Case/Android",39.99,34.99,4.20,0.0706250000,Purity,"Electronics>Headphones,Earbuds&Accessories>Headphones&Earbuds"
B07PWHFWY7,"Bang & Olufsen Beoplay H8i Wireless Bluetooth On-Ear Headphones with Active Noise Cancellation, Transparency Mode and Microphone - Pink",400.00,349.99,4.20,0.4750000000,Bang & Olufsen,"Electronics>Headphones,Earbuds&Accessories>Headphones&Earbuds"
B07PXN4K8N,22000 5MM Fuse Beads kit Fuse Melty Melting beados hama Bucket melt Beads kit Storage case Ironing Paper Beads Ideas Shapes Designs Arts and Craft Supplies Hand Crafting Kits Fusion Beading fusibles,26.98,22.98,4.70,5.1300000000,shinshin creation,"Arts,Crafts&Sewing>Beading&JewelryMaking"
B07PYVD9LV,Shower Head Filter For Hard Water to Remove Chlorine Fluoride Water Softener Coconut Shell Activated Carbon Reduces Dry Itchy Skin Heavy Metals Other Sediments Vitamin C Aqua Earth,38.84,28.84,4.50,1.3000000000,‎Aqua Earth,Home&Kitchen>Bath
B07PZF3QS3,"KitchenAid All Purpose Kitchen Shears with Protective Sheath for Everyday use, Dishwasher Safe Stainless Steel Scissors with Comfort Grip, 8.72-Inch, Black",11.99,6.99,4.80,0.3000000000,KitchenAid,Home&Kitchen>Kitchen&Dining
B07PZGSWN9,"Skip Hop 3-in-1 Baby Activity Push Walker to Toddler Scooter, Zoo Unicorn",65.00,46.49,4.80,5.4000000000,Generic,BabyProducts>Activity&Entertainment
B07Q16ZPFC,SKOANBE 10PCS AG13 LR44 303 A76 357 SR44 1.5V Battery Button Coin Cell Batteries,8.99,4.99,4.60,0.0286875000,SKOANBE,Health&Household>HouseholdSupplies
B07Q2GTWBM,"2 Pack Thick Amber Glass Pint Jar Soap Dispenser with Matte Black Stainless Steel Pump, 16ounce Boston Round Bottles Dispenser with Rustproof Pump for Essential Oil, Lotion Soap",19.99,14.99,4.50,1.2800000000,CHBKT,Home&Kitchen>Bath
B07Q2WVG1Z,"KitchenAid Gourmet Multi Sided Meat Tenderizer for Pounding Meats, Nuts, Shellfish, ect, Hang Hole for Easy Storage, Hand Wash, One Size, Black",21.99,10.99,4.80,0.6625000000,Generic,Home&Kitchen>Kitchen&Dining
B07Q32S3B2,"Utopia Towels 4 Pack Premium Bath Towels Set, (27 x 54 Inches) 100% Ring Spun Cotton 600GSM, Lightweight and Highly Absorbent Quick Drying Towels, Perfect for Daily Use (Grey)",49.99,35.99,4.30,4.0000000000,Utopia Towels,Home&Kitchen>Bath
B07Q453728,"SheaMoisture Coconut Oil and Hibiscus Illuminating Body Lotion for Dull, Dry Skin, 13 Fl Oz",9.99,8.94,4.50,0.8100000000,SheaMoisture,Beauty&PersonalCare>SkinCare
B07Q453NF2,"CASOMAN 7-Inch Buffing and Polishing Pad Kit, 7 Pieces 7"" Polishing Sponge, Waxing Buffing Pad Kit",40.96,35.97,4.60,1.5000000000,CASOMAN,Automotive>Tools&Equipment
B07Q4K1HRJ,"Bold Liquid Chalk Markers - Dry Erase Marker Pens for Chalkboards, Signs, Windows, Blackboard, Glass, Mirrors - Chalkboard Markers with Reversible Tip (8 Pack) - (Multicolored, 6mm)",14.87,9.99,4.50,0.0008750000,CHALKY CROWN,"Arts,Crafts&Sewing>Painting,Drawing&ArtSupplies"
B07Q4MYZNC,"FEELSO Shower Head and 15 Stage Shower Filter Combo, High Pressure 5 Spray Settings Filtered Showerhead with Water Softener Filter Cartridge for Hard Water Remove Chlorine and Harmful Substances",28.99,19.74,4.50,0.9937500000,FEELSO,Home&Kitchen>Bath
B07Q4R1LP4,"JASAI Diamond Design Glass Soap Dispenser with Pump 304 Stainless Steel Bathroom Soap Dispenser for Hand Soap, Soap, Lotion (Transparent)",17.66,8.49,4.70,0.7250000000,JASAI,Home&Kitchen>Bath
B07Q568NRF,"Plazuria Face Mask Mixing Bowl Set, 5 in 1 DIY Facemask Mixing Tool Kit with Facial Mask Bowl Stick Spatula Silicone Face Mask Brush & Premium Soft Face Brushes",9.99,5.95,4.60,0.1587500000,Plazuria,Beauty&PersonalCare>SkinCare
B07Q5HP2SK,"Supershieldz (2 Pack) Designed for Garmin Instinct and Instinct Solar Tempered Glass Screen Protector, Anti Scratch, Bubble Free",8.99,6.99,4.50,0.1212500000,Supershieldz,Automotive>CarElectronics&Accessories
B07Q5PD2YL,Amirce Face Massager Roller Golden 3D Roller Electric Facial Roller and T Shape Facial Roller Massager Kit,25.99,18.98,4.40,0.5006250000,Amirce,Beauty&PersonalCare>SkinCare
B07Q6NF8DL,"Starbucks by Nespresso Variety Pack Coffee (50-count single serve capsules, compatible with Nespresso Original Line System)",32.72,29.34,4.50,0.6050000000,Starbucks,Home&Kitchen>Kitchen&Dining
B07Q6XS2ZK,"GOTIDEAL Liquid Chalk Markers, 30 colors Premium Window Chalkboard Neon Pens, Including 4 Metallic Colors, Painting and Drawing for Kids and Adults, Bistro & Restaurant, Wet Erase - Reversible Tip",25.99,21.59,4.60,1.5200000000,GOTIDEAL,"Arts,Crafts&Sewing>Painting,Drawing&ArtSupplies"
B07Q85XJ6M,"SoundPEATS Q30 HD+ Bluetooth Headphones in-Ear Stereo Wireless 5.2 Magnetic Earphones IPX5 Sweatproof Earbuds with Mic for Sports, Immersive Bass, 10mm Drivers, aptX-HD, 12 Hours Playtime,Type C",49.99,34.99,4.00,0.0350000000,SoundPEATS,"Electronics>Headphones,Earbuds&Accessories>Headphones&Earbuds"
B07Q86KDVJ,"Cliganic USDA Organic Lavender Essential Oil - 100% Pure Natural Undiluted, for Aromatherapy Diffuser | Non-GMO Verified",11.99,8.99,4.60,0.0906250000,Cliganic,Health&Household>HealthCare
B07Q9JSHMP,"Weekly Pill Organizer,3-Times-A-Day 7 Day Pill Box Large Compartments Moisture-Proof Pill Case Medication Reminder Portable Travel Container for Vitamins Fish Oil Compartments Supplements",11.99,6.39,4.70,0.4631250000,SE7EN-DAY,Health&Household>HealthCare
B07Q9L47H7,"Syncwire Magnetic Car Phone Holder for Dashboard, Cell Phone Car Kits, 360° Adjustable Magnet Cell Phone Mount Compatible with iPhone, Samsung, LG, GPS, Mini Tablet and More",16.99,14.99,4.30,0.0110000000,SYNCWIRE,Automotive>CarElectronics&Accessories
B07Q9LZHR8,"Syncwire Magnetic Phone Holder for Car, Super Strong Magnet Phone Holder Mount Air Vent 360° Rotatable Cell Phone Holder Mount for Car Compatible iPhone 14 13 12 11, Pro, Pro Max, X XS XR,Android",17.99,14.99,4.30,0.1543750000,SYNCWIRE,Automotive>CarElectronics&Accessories
B07Q9RYX5Z,"Palmer's Shea Formula Raw Shea Body Lotion for Dry Skin, Hand & Body Moisturizer, Value Size Pump Bottle, 33.8 Ounces (Pack of 1)",15.99,12.98,4.60,2.1000000000,Palmer's,Beauty&PersonalCare>SkinCare
B07QB3N2PW,SUNAPEX 12V Solar Trickle Charger Portable Power Solar Panel Solar Battery Charger 12 Volt Waterproof Solar Battery Maintainer for Car Truck Boat RV Motorcycle Marine Trailer Battery,29.99,22.99,4.20,1.2000000000,SUNAPEX,Automotive>Tools&Equipment
B07QB79SN6,"Elikliv Microscope, LCD Digital Coin Microscope 1000x, Coin Magnifier with 8 Adjustable LED Lights, PC View Compatible for Windows, EDM4, 4.3Inch (Black)",53.99,43.99,4.40,1.1000000000,Elikliv,Electronics>Camera&Photo
B07QBZGQ6Y,"AquaBliss HD Multi Stage Shower Filter Replacement Cartridge for SF400 & SF500-48x Heavy Duty Detox Power. Kiss Itching, Breakage & Dullness Goodbye. Reduce Rust, Chlorine, Toxins. 1-Pack (SFC500)",29.95,18.99,4.60,0.4100000000,AquaBliss,Home&Kitchen>Bath
B07QD1S56R,Hyaluronic Acid Serum for Face & Skin | 8 oz | Paraben & SLS Free Moisturizer | Packaging May Vary | By Coera,10.56,8.98,4.30,0.6281250000,Coera,Beauty&PersonalCare>SkinCare
B07QD3QLJX,"SPARIK ENJOY 14K Gold 925 Sterling Silver Magnetic Necklace Clasps and Closures,Mini Bracelets Clasp Converter Gold and Silver Chain Extender for Jewelry Making Supplies (14K Gold+925 Sliver)",16.99,14.99,4.50,0.0396250000,SPARIK ENJOY,"Arts,Crafts&Sewing>Beading&JewelryMaking"
B07QDMZ62V,"50PCS Metal Pin Backs, Pin Keepers Locking Clasp for Badge Insignia Pin Backs Replacement (Silver)",7.99,5.35,4.70,0.0706250000,Weico,"Arts,Crafts&Sewing>Beading&JewelryMaking"
B07QF31BNY,"Chalk Markers - 8 Vibrant, Erasable, Non-Toxic, Water-Based, Reversible Tips, For Kids & Adults for Glass or Chalkboard Markers for Businesses, Restaurants, Liquid Chalk Markers (Vibrant 6mm)",17.44,9.38,4.50,0.4187500000,Bandle B.,"Arts,Crafts&Sewing>Painting,Drawing&ArtSupplies"
